-0.0047192,-0.0093405,0.00090929,0.002787,0.0034456,0.0056719,0.0022736,0.003575,-0.001944,-0.0014072,-0.002722,-0.0062188,-0.0060311,-0.010534,-0.013319,-0.010646,-0.011687,-0.014282,-0.015948,-0.015668,-0.017152,-0.024412,-0.023772,-0.019034,-0.020193,-0.017966,-0.014386,-0.027216,-0.028056,-0.034738
-0.003674,-0.0071501,-0.0028858,0.0031002,0.0034435,0.0061679,0.0058693,0.0032836,0.00012684,-0.0041118,-0.0043756,-0.0042281,-0.0050618,-0.010613,-0.011459,-0.0092861,-0.011639,-0.012019,-0.017528,-0.015777,-0.017482,-0.023449,-0.023387,-0.020899,-0.02031,-0.01976,-0.015368,-0.029944,-0.030658,-0.038145
-0.0036328,-0.0033068,-0.006377,0.004735,0.0065583,0.007124,0.010091,0.0035935,0.003807,-0.0066649,-0.0056346,-0.0023011,-0.0027683,-0.0088551,-0.008632,-0.0062728,-0.011338,-0.0093576,-0.017254,-0.015646,-0.016593,-0.02109,-0.021102,-0.021215,-0.019237,-0.021018,-0.016006,-0.03076,-0.032056,-0.039754
-0.0032354,-0.0057335,-0.0018164,0.0039127,0.0089888,0.0083221,0.01174,0.00533,0.0068284,-0.010655,-0.007052,-0.0020467,-0.00066454,-0.0071423,-0.0067258,-0.0024812,-0.012981,-0.0077643,-0.017516,-0.017582,-0.016646,-0.018729,-0.018589,-0.021475,-0.01864,-0.022991,-0.017403,-0.031495,-0.033391,-0.041267
-0.0037194,-0.0052207,0.0028488,0.0063348,0.0088012,0.0097113,0.010485,0.008636,0.0062709,-0.0028865,-0.0025583,-0.00064198,0.0020602,-0.0043815,-0.0039942,0.00067729,-0.014648,-0.0062383,-0.016684,-0.019286,-0.017815,-0.016411,-0.015559,-0.021083,-0.017388,-0.024334,-0.018051,-0.031724,-0.034052,-0.042493
-0.0040938,0.00026507,0.0046069,0.010921,0.01205,0.013136,0.010154,0.012586,0.0080826,0.006089,0.0053288,0.0032139,0.0040463,-0.0026531,-0.0016449,-0.00053929,-0.016331,-0.0049423,-0.015398,-0.021118,-0.021436,-0.014931,-0.012702,-0.020856,-0.015924,-0.025371,-0.018097,-0.032146,-0.03446,-0.043523
0.0037872,0.00014549,0.0097041,0.015307,0.019414,0.017454,0.010259,0.016361,0.011538,0.013343,0.012278,0.0060681,0.0064499,-0.0009418,-0.00020821,-0.0010267,-0.012428,-0.0048292,-0.013821,-0.016715,-0.026231,-0.014767,-0.010911,-0.020859,-0.016363,-0.026142,-0.019299,-0.032592,-0.034991,-0.044191
0.0075154,0.0045575,0.010691,0.020864,0.026162,0.022096,0.012506,0.020183,0.015873,0.02096,0.018208,0.0081817,0.0097021,0.0013584,0.00063568,-0.00067488,-0.0077273,-0.0051581,-0.012543,-0.011841,-0.030069,-0.014067,-0.0084144,-0.021362,-0.018115,-0.026033,-0.019911,-0.03286,-0.03496,-0.044755
0.0076089,0.0091148,0.0057607,0.022576,0.023928,0.024467,0.018632,0.022381,0.016376,0.023589,0.019298,0.0074389,0.010403,0.0023447,-0.0011483,-0.0017233,-0.0058996,-0.0073195,-0.012968,-0.0096718,-0.02718,-0.016778,-0.013924,-0.022736,-0.019433,-0.025483,-0.019696,-0.033235,-0.034954,-0.045331
0.0065823,0.0065932,0.011575,0.021903,0.025194,0.026683,0.024586,0.024238,0.017261,0.023368,0.020391,0.0095881,0.011152,0.0034692,-0.0031041,-0.0026053,-0.0047985,-0.0097122,-0.012773,-0.0083074,-0.02375,-0.018252,-0.017112,-0.02217,-0.020047,-0.024299,-0.018963,-0.033434,-0.034554,-0.045769
