-0.0102,-0.0101,-0.005,-0.006,-0.007,-0.0076,-0.008,-0.0071,-0.0081,-0.009,-0.0083,-0.008,-0.012,-0.0118,-0.0121,-0.0099,-0.012,-0.012,-0.022,-0.012,-0.0121,-0.026,-0.0123,-0.013,-0.016,-0.012,-0.0075,-0.0222,-0.037,-0.0193
-0.0122,-0.0095,-0.007,-0.008,-0.01,-0.01,-0.009,-0.009,-0.011,-0.0107,-0.01,-0.01,-0.015,-0.014,-0.0131,-0.012,-0.0151,-0.016,-0.0246,-0.0148,-0.0281,-0.029,-0.0149,-0.0171,-0.02,-0.014,-0.0085,-0.0302,-0.041,-0.0233
-0.0282,-0.0071,-0.0081,-0.008,-0.01,-0.0103,-0.0097,-0.009,-0.0111,-0.0109,-0.01,-0.01,-0.0153,-0.0141,-0.0131,-0.012,-0.016,-0.016,-0.0242,-0.015,-0.029,-0.029,-0.0146,-0.018,-0.0197,-0.014,-0.0086,-0.0312,-0.041,-0.0223
-0.0323,-0.0039,-0.01,-0.008,-0.0102,-0.011,-0.01,-0.0093,-0.0111,-0.011,-0.01,-0.0158,-0.016,-0.0146,-0.0131,-0.0121,-0.016,-0.016,-0.0249,-0.015,-0.0291,-0.029,-0.015,-0.018,-0.02,-0.014,-0.0095,-0.0322,-0.0419,-0.0231
-0.0092,-0.0061,-0.0092,-0.007,-0.009,-0.01,-0.009,-0.009,-0.0111,-0.0111,-0.0101,-0.025,-0.0163,-0.015,-0.0141,-0.0259,-0.017,-0.017,-0.026,-0.016,-0.0311,-0.03,-0.016,-0.02,-0.021,-0.015,-0.0115,-0.0342,-0.043,-0.0243
-0.0092,-0.0021,-0.0115,-0.005,-0.0089,-0.009,-0.008,-0.008,-0.0101,-0.0105,-0.0093,-0.01,-0.0158,-0.0143,-0.0131,-0.025,-0.0169,-0.016,-0.025,-0.015,-0.0303,-0.0294,-0.015,-0.019,-0.02,-0.014,-0.0105,-0.0342,-0.042,-0.0233
-0.0092,0.0015,-0.013,-0.0029,-0.01,-0.009,-0.0074,-0.008,-0.0101,-0.0109,-0.0091,-0.01,-0.016,-0.015,-0.0131,-0.025,-0.017,-0.0162,-0.0251,-0.015,-0.0312,-0.03,-0.0158,-0.0199,-0.021,-0.015,-0.0115,-0.0352,-0.043,-0.0236
-0.0121,-0.0101,-0.011,-0.01,-0.0109,-0.012,-0.0087,-0.0118,-0.0124,-0.0129,-0.011,-0.026,-0.0172,-0.016,-0.0149,-0.027,-0.018,-0.0178,-0.027,-0.0168,-0.0331,-0.031,-0.017,-0.021,-0.022,-0.016,-0.0125,-0.037,-0.044,-0.0253
-0.0131,-0.0111,-0.0112,-0.011,-0.01,-0.0131,-0.007,-0.013,-0.0133,-0.013,-0.012,-0.0267,-0.0178,-0.016,-0.0151,-0.027,-0.018,-0.0172,-0.0264,-0.017,-0.0331,-0.031,-0.017,-0.021,-0.0213,-0.0151,-0.0125,-0.0372,-0.043,-0.0253
-0.0132,-0.0121,-0.012,-0.011,-0.009,-0.015,-0.006,-0.0145,-0.014,-0.0133,-0.012,-0.0268,-0.0171,-0.016,-0.0151,-0.027,-0.018,-0.017,-0.026,-0.017,-0.0331,-0.031,-0.017,-0.0209,-0.0213,-0.015,-0.0125,-0.0371,-0.043,-0.025
-0.0082,-0.0061,-0.006,-0.005,-0.008,-0.0089,-0.01,-0.0088,-0.0111,-0.0119,-0.011,-0.0253,-0.0161,-0.0155,-0.0141,-0.026,-0.018,-0.017,-0.026,-0.016,-0.0331,-0.03,-0.017,-0.02,-0.021,-0.015,-0.012,-0.037,-0.043,-0.0243
-0.0062,-0.0051,-0.004,-0.003,-0.0051,-0.006,-0.01,-0.0071,-0.0098,-0.0109,-0.0097,-0.0129,-0.0156,-0.0145,-0.0131,-0.0255,-0.017,-0.016,-0.025,-0.015,-0.0321,-0.0291,-0.0159,-0.019,-0.02,-0.014,-0.0113,-0.0361,-0.0417,-0.0233
-0.0052,-0.004,-0.0025,-0.002,-0.0027,-0.004,-0.0104,-0.007,-0.0091,-0.0101,-0.0094,-0.0129,-0.016,-0.015,-0.0131,-0.026,-0.017,-0.016,-0.0253,-0.015,-0.0331,-0.03,-0.016,-0.02,-0.021,-0.015,-0.0115,-0.0366,-0.0421,-0.0236
-0.0122,-0.0111,-0.011,-0.011,-0.0137,-0.0139,-0.0126,-0.013,-0.015,-0.0108,-0.011,-0.029,-0.0178,-0.016,-0.0141,-0.027,-0.018,-0.017,-0.026,-0.0152,-0.034,-0.03,-0.0164,-0.0206,-0.021,-0.015,-0.0115,-0.0371,-0.0423,-0.0243
